what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474224057023
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224057478
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474224058524
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224058529
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1474224058656
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224059414
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474224062744
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224062748
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1474224062901
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224063611
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224064754
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224066049
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474224066694
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224066700
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224068035
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224070827
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224071820
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474224074924
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474224075745
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224075752
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1474224075926
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224078046
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474224080341
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224080347
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1474224080496
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224081185
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474224083788
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224083792
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224084845
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474224085839
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224085843
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224086678
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224091117
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224114093
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224115740
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224117785
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224118541
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224118559
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224119208
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474224119511
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224119520
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224121106
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224122149
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224122289
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224122305
no handler,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474224122688
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224124882
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474224125144
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224125151
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224126287
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224130621
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224139419
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224147156
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224149430
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224149567
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224149582
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224155506
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224177284
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224180000
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224208659
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224220933
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224285148
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224286029
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474224371091
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224371620
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224666018
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224667872
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224669775
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224669797
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224671743
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224671754
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224681925
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474224700356
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474224700552
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474224702927
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224702934
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1474224703113
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224705724
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224708331
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224708331
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224711498
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224711656
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224711665
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224717297
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224725433
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224732187
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224733644
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224733968
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224867735
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474224873120
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474224873137
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474224884168
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225071285
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225072408
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225073830
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225074343
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225074902
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225091157
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225091964
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225097240
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225097818
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225104022
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225105821
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225112462
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225134351
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225136035
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474225139882
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225140322
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225150236
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225153704
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225154334
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225155515
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225233373
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225235030
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225249691
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474225253928
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225255608
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1474225255621
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225256643
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474225279732
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225280129
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225282581
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1474225294242
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1474225294257
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225302035
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.ClassFileEditor",1474225302035
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474225369873
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225370381
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225373499
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225404163
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474225416167
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225416665
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225425807
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225426382
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225427372
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225428373
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225429094
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225438433
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225449152
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225452354
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225455433
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225492125
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225606793
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225608287
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474225609319
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225609327
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225611942
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474225613440
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225613445
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225616080
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474225618611
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474225619213
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225619217
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1474225619364
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225620609
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225650690
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225653725
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225658160
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225659422
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225684370
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225684472
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225686102
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225690229
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225712725
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225713969
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225714970
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225731599
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225744969
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225745320
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1474225746444
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225747290
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225770794
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1474225774623
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.findReplace",1474225775731
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225775738
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.selectAll",1474225778167
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1474225780120
